PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,REB,AST,STL,BLK,TOV,FGM,FGA,FG3M,FG3A,FTM,FTA,FG_PCT,FG3_PCT,FT_PCT,DD2,TD3,PLUS_MINUS
1628464,Daniel Theis,LAC,60,16.9,6.3,4.1,1.0,0.4,0.8,0.7,2.6,4.9,0.4,1.2,0.6,0.8,0.532,0.366,0.76,1,0,1.0
201568,Danilo Gallinari,MIL,49,12.8,5.7,2.2,1.1,0.3,0.1,0.5,1.7,3.9,0.6,1.9,1.7,2.0,0.437,0.323,0.857,0,0,-2.0
201980,Danny Green,PHI,2,9.2,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0.0
203957,Danté Exum,DAL,55,19.8,7.8,2.7,2.9,0.4,0.1,0.9,2.9,5.5,1.0,2.0,1.0,1.2,0.533,0.491,0.779,0,0,4.3
1627863,Danuel House Jr.,PHI,34,15.0,4.2,1.7,0.8,0.4,0.1,0.6,1.4,3.1,0.4,1.5,1.0,1.4,0.448,0.3,0.761,0,0,0.6
203967,Dario Šarić,GSW,64,17.2,8.0,4.4,2.2,0.5,0.2,1.2,2.8,6.1,1.2,3.1,1.2,1.5,0.466,0.376,0.849,2,0,-0.3
1641727,Dariq Whitehead,BKN,2,12.0,1.5,2.0,1.5,0.0,0.5,0.0,0.5,2.5,0.0,1.5,0.5,1.0,0.2,0.0,0.5,0,0,-11.0
1629647,Darius Bazley,UTA,9,16.9,5.3,3.1,0.8,0.7,0.8,0.9,2.0,3.3,0.2,0.9,1.1,1.3,0.6,0.25,0.833,0,0,-3.7
1629636,Darius Garland,CLE,57,33.3,18.0,2.7,6.5,1.3,0.1,3.1,6.6,14.8,2.3,6.2,2.6,3.1,0.446,0.371,0.834,6,0,2.0
1630561,David Duke Jr.,SAS,4,12.8,6.5,2.5,1.2,0.5,0.0,0.8,2.5,4.5,0.8,1.5,0.8,0.8,0.556,0.5,1.0,0,0,1.5
1631223,David Roddy,PHX,65,18.1,6.5,3.2,1.2,0.4,0.2,0.9,2.5,6.3,0.7,2.5,0.7,1.0,0.403,0.293,0.691,0,0,-3.5
1630558,Davion Mitchell,SAC,72,15.3,5.3,1.3,1.9,0.2,0.0,0.6,2.0,4.5,0.8,2.2,0.4,0.6,0.452,0.361,0.714,0,0,-0.6
202722,Davis Bertans,CHA,43,15.7,6.7,1.4,0.8,0.6,0.3,0.4,2.1,5.4,1.8,4.7,0.7,0.8,0.393,0.38,0.909,0,0,-1.7
1630549,Day'Ron Sharpe,BKN,61,15.1,6.8,6.4,1.4,0.4,0.7,1.1,2.8,4.8,0.1,0.2,1.2,2.0,0.571,0.267,0.61,6,0,1.0
1628368,De'Aaron Fox,SAC,74,35.9,26.6,4.6,5.6,2.0,0.4,2.6,9.7,20.9,2.9,7.8,4.2,5.7,0.465,0.369,0.738,6,0,3.1
1629631,De'Andre Hunter,ATL,57,29.5,15.6,3.9,1.5,0.7,0.3,1.5,5.3,11.6,2.1,5.3,2.9,3.4,0.459,0.385,0.847,3,0,-0.9
1629001,De'Anthony Melton,PHI,38,26.9,11.1,3.7,3.0,1.6,0.4,1.0,3.7,9.5,2.0,5.6,1.7,2.1,0.386,0.36,0.835,0,0,5.7
201599,DeAndre Jordan,DEN,36,11.0,3.9,4.4,0.7,0.2,0.4,0.6,1.6,2.6,0.0,0.0,0.7,1.5,0.624,0.0,0.491,1,0,-2.4
1630610,DeJon Jarreau,MEM,9,16.6,4.8,4.9,2.9,0.7,0.2,1.0,1.9,5.6,0.4,1.4,0.6,1.2,0.34,0.308,0.455,0,0,-2.7
201942,DeMar DeRozan,CHI,79,37.8,24.0,4.3,5.3,1.1,0.6,1.7,8.2,17.2,0.9,2.8,6.6,7.7,0.48,0.333,0.853,7,0,-0.8
1629731,Dean Wade,CLE,54,20.5,5.4,4.0,0.8,0.7,0.5,0.4,1.8,4.3,1.5,3.7,0.4,0.5,0.414,0.391,0.769,0,0,3.3
1629028,Deandre Ayton,POR,55,32.4,16.7,11.1,1.6,1.0,0.8,1.8,7.8,13.6,0.0,0.2,1.2,1.4,0.57,0.1,0.823,32,0,-5.8
1627749,Dejounte Murray,ATL,78,35.7,22.5,5.3,6.4,1.4,0.3,2.6,8.6,18.8,2.6,7.1,2.7,3.4,0.459,0.363,0.794,20,1,-2.0
1626153,Delon Wright,MIA,47,15.8,4.5,1.8,2.5,1.1,0.2,0.3,1.6,4.0,0.5,1.4,0.8,1.0,0.394,0.368,0.822,0,0,0.3
1630166,Deni Avdija,WAS,75,30.1,14.7,7.2,3.8,0.8,0.5,2.1,5.4,10.7,1.2,3.1,2.7,3.6,0.506,0.374,0.74,18,0,-4.4
203471,Dennis Schröder,BKN,80,31.1,14.0,3.0,6.1,0.8,0.2,1.9,5.0,11.6,1.7,4.6,2.2,2.7,0.435,0.375,0.836,8,0,-1.6
1628372,Dennis Smith Jr.,BKN,56,18.9,6.6,2.9,3.6,1.2,0.2,1.2,2.6,6.0,0.6,1.9,0.8,1.0,0.435,0.294,0.741,3,0,-0.6
1641726,Dereck Lively II,DAL,55,23.5,8.8,6.9,1.1,0.7,1.4,0.9,4.0,5.4,0.0,0.0,0.7,1.5,0.747,0.0,0.506,8,0,2.6
1631220,Dereon Seabron,NOP,6,9.2,2.3,1.2,0.8,0.3,0.2,0.0,0.7,2.2,0.2,0.3,0.8,1.0,0.308,0.5,0.833,0,0,4.7
1627884,Derrick Jones Jr.,DAL,76,23.5,8.6,3.3,1.0,0.7,0.7,0.9,3.1,6.5,1.1,3.1,1.3,1.8,0.483,0.343,0.713,2,0,0.7
201565,Derrick Rose,MEM,24,16.6,8.0,1.9,3.2,0.3,0.1,1.3,3.2,6.9,0.6,1.7,1.0,1.1,0.461,0.366,0.889,0,0,-1.4
1628401,Derrick White,BOS,73,32.6,15.2,4.2,5.2,1.0,1.2,1.5,5.3,11.5,2.7,6.8,1.9,2.1,0.461,0.396,0.901,5,1,8.5
1630217,Desmond Bane,MEM,42,34.4,23.7,4.4,5.5,1.0,0.5,2.7,8.6,18.5,3.3,8.6,3.3,3.8,0.464,0.381,0.87,3,0,-4.8
1626164,Devin Booker,PHX,68,36.0,27.1,4.5,6.9,0.9,0.4,2.6,9.4,19.2,2.2,6.1,6.0,6.7,0.492,0.364,0.886,13,0,4.6
1630170,Devin Vassell,SAS,68,33.1,19.5,3.8,4.1,1.1,0.3,1.6,7.3,15.5,2.4,6.6,2.4,3.0,0.472,0.372,0.801,0,0,-4.3
1628984,Devonte' Graham,SAS,23,13.6,5.0,1.6,2.1,0.4,0.1,0.7,1.7,4.7,1.1,3.6,0.6,0.7,0.352,0.301,0.813,0,0,1.0
1641926,Dexter Dennis,DAL,4,7.5,5.5,2.2,1.0,0.0,0.2,0.8,2.5,4.8,0.2,2.0,0.2,0.8,0.526,0.125,0.333,0,0,-2.2
